150	31	1611
0	61	2614
0	37	835
150	61	2338
0	72	826
0	77	2814
150	50	2131
0	54	2613
0	57	2772
150	78	1367
0	47	1113
0	53	1553
150	69	870
0	32	753
0	45	2130
150	68	320
0	48	950
0	60	890
150	62	2199
0	38	541
0	46	1157
150	79	2936
150	43	2369
0	49	1508
150	79	2627
0	49	1586
150	61	2215
0	56	1743
0	41	1862
150	72	2654
0	84	416
150	59	2038
0	35	442
150	55	537
0	58	1330
0	71	1375
150	61	1889
0	80	2482
0	48	2300
150	55	1137
0	89	540
0	34	502
150	61	753
0	53	613
0	86	2714
150	67	1676
0	44	1857
0	60	822
150	82	2587
0	69	1774
150	49	937
0	36	2134
0	33	1937
150	84	899
0	75	2661
150	79	778
0	74	690
0	46	778
150	77	2351
0	66	1530
0	70	918
150	51	2015
0	60	2463
0	81	2421
150	34	707
0	65	2973
150	35	1041
0	83	1591
0	62	2190
150	37	1138
0	79	2201
0	55	937
150	79	1199
0	85	695
150	79	2609
0	85	2278
0	73	306
150	37	441
0	79	2569
300	37	2059
0	31	2079
0	31	2132
150	31	707
0	73	1779
0	85	1204
150	73	2973
0	55	2154
150	73	1662
0	43	1725
0	69	2058
150	67	1481
0	37	826
0	61	1840
150	49	728
0	89	2331
0	38	1904
150	43	1403
0	33	2215
0	58	1024
150	30	2047
0	44	2179
0	71	1079
150	84	1067
0	71	888
0	47	727
150	48	2657
0	82	2260
0	74	391
300	61	2185
0	55	2572
0	59	2166
150	86	1135
0	41	785
0	72	2682
150	83	2109
0	81	1902
0	36	1999
150	34	1721
0	35	391
150	68	1279
0	32	2877
0	46	2764
150	43	2858
0	85	2167
0	85	1263
150	37	2399
150	38	2073
150	37	2685
0	50	523
0	67	2406
150	80	653
0	86	362
0	47	2928
150	79	2381
0	73	1039
0	73	1338
150	49	788
0	56	1665
150	37	941
0	42	1842
150	57	1512
0	86	2447
150	45	1566
0	74	1801
0	35	2140
150	84	2984
0	87	2518
150	89	2527
0	77	2124
0	41	2883
150	51	2138
0	58	2390
150	53	2554
0	48	2038
150	61	2123
0	75	2175
150	61	2272
0	34	2562
0	60	2182
150	82	2946
0	72	2506
150	36	2026
0	39	2945
150	46	2994
150	63	2839
300	79	2901
150	31	2448
0	85	2099
0	37	2404
300	61	2727
0	67	2957
0	55	2722
150	31	2288
0	61	2359
0	85	2945
300	61	2903
0	67	2694
450	43	2995
0	37	2369
150	85	2085
0	84	2657
150	79	2153
0	37	2558
150	73	2025
150	70	2109
150	75	2362
150	36	2225
150	31	2735
0	85	2968
0	49	2481
150	49	2546
0	58	2175
150	63	2489
0	39	2037
150	31	2631
0	77	2551
150	34	2457
0	82	2946
150	72	2041
150	51	2543
150	89	2356
150	53	2124
0	87	2126
150	65	2894
150	60	2497
150	46	2727
0	79	2183
150	55	2545
150	70	2306
0	84	2881
150	41	2351
150	48	2998
0	43	2090
150	36	2075
0	39	2165
150	67	2679
150	85	2607
0	58	2423
300	63	2697
300	34	2749
150	53	2823
150	77	2607
0	82	2339
150	51	2523
150	72	2513
300	75	2249
150	67	2898
0	49	2117
450	39	2825
150	70	2488
150	49	2508
0	67	2328
0	43	2868
150	43	2138
150	60	2368
150	89	2086
0	41	2303
150	87	2525
0	36	2155
150	58	2972
150	65	2344
150	82	2181
150	46	2055
0	34	2149
150	79	2322
150	48	2894
0	75	2394
150	55	2550
0	53	2198
150	77	2502
0	72	2421
150	84	2658
0	51	2062
150	31	2563
300	63	2766
0	70	2021
450	49	2684
0	43	2434
0	36	2087
300	89	2249
150	82	2247
150	65	2809
150	87	2992
150	31	2267
0	39	2132
150	67	2384
150	60	2159
150	51	2763
150	41	2308
150	46	2966
0	77	2655
150	58	2494
150	48	2536
0	34	2047
150	72	2727
150	75	2570
0	84	2100
150	70	2504
150	53	2680
0	36	2551
300	73	2938
0	79	2528
0	43	2577
150	55	2509
0	85	2210
0	61	2555
150	73	2130
150	82	2218
150	49	2327
0	55	2190
300	79	2725
150	87	2043
150	41	2877
150	39	2894
0	34	2055
150	65	2067
150	89	2021
150	67	2045
150	84	2740
150	75	2971
0	46	2752
150	79	2031
0	58	2779
150	63	2313
0	51	2160
0	53	2173
150	77	2774
0	36	2790
0	72	2606
150	55	2062
0	48	2303
150	70	2662
0	31	2171
600	85	2997
150	85	2605
0	55	2278
300	55	2573
150	73	2795
0	79	2057
0	67	2835
150	67	2219
0	49	2727
150	87	2149
150	85	2778
0	79	2729
300	67	2653
150	67	2933
0	49	2816
0	39	2196
150	82	2807
0	84	2210
150	53	2726
0	31	2145
150	65	2181
0	58	2207
150	73	2100
0	79	2188
0	31	2700
150	43	2647
0	77	2053
150	46	2394
150	63	2245
150	79	2645
0	89	2526
150	51	2377
0	75	2925
150	73	2936
0	34	2644
150	70	2142
150	60	2957
150	48	2707
150	72	2444
300	84	2123
150	36	2511
0	39	2337
150	31	2192
0	55	2024
150	73	2458
150	82	2884
150	65	2110
150	63	2615
150	79	2086
0	49	2919
150	87	2530
0	46	2694
150	58	2667
150	70	2423
300	41	2076
300	85	2703
0	55	2390
0	55	2990
300	43	2219
0	53	2278
150	60	2385
150	84	2413
150	31	2653
150	73	2754
0	65	2533
150	36	2703
150	72	2547
0	77	2693
150	67	2328
0	79	2002
150	37	2205
0	63	2957
150	75	2808
0	51	2848
150	89	2057
0	34	2144
150	39	2395
0	82	2242
150	46	2045
0	58	2962
150	41	2934
150	87	2408
0	48	2662
150	31	2251
300	67	2813
0	37	2514
600	49	2155
0	55	2544
150	55	2751
0	70	2447
150	45	2247
0	43	2679
150	53	2725
0	65	2919
150	55	2766
0	84	2156
0	34	2246
150	61	2206
0	46	2125
150	55	2597
0	77	2183
300	49	2217
0	82	2641
300	75	2077
150	72	2282
150	36	2756
300	31	2919
150	63	2045
300	67	2318
150	51	2754
0	58	2973
150	48	2707
0	60	2741
150	70	2967
0	87	2587
0	84	2755
150	89	2203
0	77	2290
150	79	2092
0	39	2019
150	73	2543
300	43	2631
150	85	2249
150	75	2042
300	73	2242
0	43	2387
150	72	2152
0	41	2989
150	53	2142
150	46	2781
150	55	2934
0	61	2292
150	49	2363
150	82	2257
0	34	2479
150	63	2650
0	89	2322
150	79	2579
0	51	2039
150	60	2917
0	87	2911
150	48	2952
150	65	2262
150	85	2641
0	84	2643
300	58	2158
0	36	2089
150	79	2641
150	72	2642
150	77	2731
150	73	2231
0	67	2768
0	43	2235
600	31	2640
0	73	2730
450	31	2107
0	49	2054
150	34	2269
0	41	2757
150	51	2405
0	65	2513
150	43	2524
0	39	2506
150	58	2092
150	70	2164
0	46	2474
150	75	2688
0	84	2842
150	37	2056
0	82	2692
150	53	2597
150	79	2565
0	89	2323
0	87	2590
150	55	2736
150	36	2147
0	77	2392
150	60	2406
150	85	2899
0	63	2832
150	48	2097
150	72	2546
150	31	2398
0	73	2348
0	37	2899
600	85	2500
0	55	2455
0	31	2858
600	67	2264
150	61	2453
150	67	2011
150	43	2798
0	61	2805
0	85	2142
300	85	2739
0	60	2125
150	48	2308
0	34	2581
0	75	2222
150	51	2187
0	41	2222
150	67	2026
0	49	2195
150	65	2914
150	73	2291
0	72	2424
150	84	2905
150	46	2380
0	63	2756
150	36	2063
150	53	2076
0	55	2873
150	70	2593
0	89	2374
150	39	2948
0	77	2335
150	87	2973
150	79	2859
150	73	2320
150	82	2964
0	58	2904
150	31	2491
0	60	2801
150	67	2843
0	41	2289
150	73	2552
0	31	2402
2100	31	2491
0	49	2090
150	36	2010
0	37	2959
0	31	2313
150	83	2580
0	31	2375
0	46	2722
150	39	2772
0	61	2808
0	43	2687
150	34	2024
0	67	2178
0	48	2381
150	79	2116
0	85	2031
150	85	2311
0	43	2483
0	77	2832
150	58	2741
150	55	2023
300	43	2647
0	49	2327
0	41	2485
150	73	2983
0	51	2267
0	75	2301
150	82	2559
150	60	2184
0	63	2495
150	87	2614
150	53	2704
0	84	2281
150	65	2062
150	31	2325
450	67	2373
300	49	2614
150	89	2305
0	72	2965
150	70	2418
0	55	2184
150	48	2635
0	77	2396
150	46	2554
0	58	2779
150	36	2451
150	75	2294
450	31	2488
0	43	2859
0	63	2390
150	51	2292
0	65	2756
0	84	2099
150	87	2457
150	53	2113
150	34	2366
150	79	2546
150	41	2751
150	39	2348
150	89	2775
150	49	2644
150	49	2632
150	55	2206
0	70	2400
150	60	2281
150	48	2289
150	46	2679
0	77	2373
150	84	2918
0	58	2010
150	82	2866
150	72	2761
150	63	2268
150	51	2880
150	87	2936
300	34	2730
150	67	2063
0	36	2126
150	53	2211
150	75	2577
150	31	2682
0	79	2661
150	65	2459
150	85	2620
150	49	2202
0	31	2872
0	79	2438
300	43	2742
150	55	2371
0	58	2187
150	43	2305
150	39	2703
150	46	2226
150	82	2817
150	89	2070
0	72	2033
150	48	2313
0	70	2277
150	63	2753
0	77	2648
150	41	2530
0	51	2240
150	67	2722
150	34	2686
150	84	2752
150	61	2963
150	75	2084
0	65	2648
150	53	2778
0	87	2402
150	60	2301
150	36	2295
150	43	2954
0	37	2053
0	61	2217
750	85	2954
0	89	2287
150	31	2262
0	61	2094
0	85	2425
300	61	2238
0	55	2993
150	72	2899
0	51	2479
150	82	2334
150	41	2679
450	49	2729
150	48	2434
0	75	2167
0	65	2568
150	34	2741
150	53	2701
150	79	2782
0	60	2983
150	77	2781
150	36	2029
0	63	2856
150	39	2712
0	58	2685
150	87	2360
150	46	2255
150	67	2228
150	84	2244
150	51	2931
150	70	2740
150	43	2720
150	55	2502
0	82	2887
150	72	2981
0	41	2309
150	31	2282
150	48	2007
0	89	2968
600	85	2288
300	73	2877
0	60	2305
0	87	2952
150	58	2849
0	67	2251
0	37	2074
150	79	2238
0	37	2859
0	85	2435
150	61	2996
0	39	2092
150	65	2897
0	84	2196
150	46	2974
0	77	2473
150	53	2819
150	36	2964
150	63	2800
0	51	2563
150	43	2318
0	49	2578
0	34	2522
300	75	2566
150	31	2875
150	72	2313
300	49	2826
150	48	2327
150	70	2513
150	55	2031
150	89	2249
150	87	2011
150	82	2823
150	41	2582
150	58	2064
150	79	2905
0	60	2481
150	84	2460
150	39	2394
150	51	2495
150	34	2883
0	65	2300
150	63	2295
0	43	2484
0	75	2670
150	67	2279
150	77	2525
0	46	2204
150	55	2055
150	53	2544
0	36	2820
150	85	2502
150	89	2449
300	72	2741
0	87	2131
150	70	2667
150	48	2391
0	58	2779
150	41	2424
0	82	2844
150	60	2011
150	31	2839
0	73	2893
0	85	2063
300	49	2459
150	79	2470
150	65	2328
150	63	2088
150	51	2182
150	55	2136
450	46	2562
150	61	2775
0	79	2091
300	31	2617
0	48	2816
150	49	2852
0	43	2080
450	60	2070
150	36	2956
150	50	2127
0	31	2420
150	53	2948
0	41	2846
150	65	2032
0	72	2840
150	63	2220
0	84	2377
150	51	2745
0	34	2252
150	39	2885
0	89	2162
150	43	2886
0	77	2582
300	67	2408
150	58	2729
150	79	2832
150	75	2618
150	61	2650
0	87	2427
150	82	2845
150	70	2074
150	46	2547
150	48	2613
0	55	2251
0	73	2871
150	85	2871
150	65	2853
150	63	2697
0	84	2989
150	31	2281
0	49	2110
150	37	2571
0	72	2029
150	53	2427
150	34	2199
0	60	2733
150	36	2081
0	51	2235
150	39	2489
0	67	2703
150	89	2949
150	77	2551
150	58	2035
150	41	2303
0	70	2333
150	87	2055
450	55	2695
150	43	2881
150	85	2982
300	75	2227
150	79	2568
0	85	2233
150	85	2719
0	84	2083
150	36	2180
150	72	2793
150	85	2910
0	60	2478
150	58	2397
150	51	2873
0	63	2356
150	31	2419
0	73	2713
0	49	2183
150	41	2686
150	37	2924
0	65	2697
150	48	2535
0	70	2705
0	77	2492
150	46	2485
0	82	2137
0	67	2463
150	53	2143
0	89	2210
150	34	2889
150	55	2920
0	37	2649
0	87	2009
150	84	2969
150	73	2491
0	79	2384
0	79	2690
300	79	2862
150	31	2416
0	85	2205
0	75	2064
750	37	2879
0	79	2340
0	67	2146
600	43	2635
0	37	2937
0	73	2058
150	49	2372
0	67	2518
150	46	2586
0	58	2924
150	70	2748
150	41	2162
150	72	2647
150	53	2020
0	89	2782
150	87	2911
0	55	2568
150	34	2252
0	36	2462
150	75	2642
0	31	2480
150	84	2251
150	51	2397
0	39	2314
150	48	2843
0	82	2061
300	65	2988
0	60	2049
150	79	2860
150	77	2149
0	63	2060
300	61	2680
0	55	2353
0	55	2541
600	43	2641
0	73	2678
450	43	2181
0	73	2973
0	37	2857
600	49	2797
150	46	2520
150	85	2381
0	82	2024
150	87	2935
0	67	2090
150	75	2548
0	84	2550
150	36	2527
150	53	2441
0	77	2170
150	89	2244
0	65	2522
150	79	2455
0	39	2565
150	61	2487
0	48	2732
150	63	2004
0	60	2505
300	79	2569
0	51	2703
300	55	2383
0	73	2584
0	72	2236
150	61	2286
0	43	2603
150	58	2942
300	31	2876
0	34	2310
300	61	2742
0	70	2053
150	41	2625
150	36	2155
150	46	2278
150	55	2556
0	61	2749
300	85	2616
0	39	2196
300	61	2255
0	67	2408
0	77	2050
150	79	2289
0	61	2219
150	37	2498
150	60	2243
150	51	2130
150	31	2047
150	55	2269
0	73	2588
0	85	2682
300	61	2117
0	31	2897
0	67	2456
150	67	2095
150	37	2071
450	55	2099
0	73	2378
150	67	2835
0	73	2273
0	73	2159
450	85	2066
150	49	2099
0	31	2754
0	79	2567
300	31	2006
0	84	2557
150	41	2941
150	34	2831
150	67	2621
0	72	2844
0	46	2929
150	77	2182
0	87	2864
0	60	2361
150	75	2385
0	51	2353
150	39	2796
0	58	2327
150	48	2942
0	89	2512
150	70	2802
150	36	2358
0	65	2794
150	53	2973
150	31	2411
450	49	2733
0	43	2654
150	73	2523
0	67	2875
150	31	2749
150	82	2208
150	79	2558
0	84	2380
300	49	2851
0	43	2300
300	72	2239
150	77	2880
150	34	2325
0	41	2365
150	55	2318
300	31	2557
150	39	2619
0	65	2290
0	89	2405
150	70	2671
0	87	2060
150	75	2222
0	36	2391
150	63	2473
150	46	2759
150	51	2964
150	67	2045
150	60	2721
150	58	2930
0	79	2722
150	48	2716
0	84	2912
150	53	2837
150	72	2658
150	61	2498
0	43	2859
300	67	2508
0	73	2733
0	73	2087
150	85	2578
0	55	2940
0	77	2323
150	65	2156
0	87	2844
600	89	2073
150	39	2014
150	82	2735
0	75	2897
150	63	2312
150	46	2274
0	70	2055
150	51	2471
300	31	2533
0	61	2686
150	61	2821
300	48	2932
150	53	2969
150	67	2199
0	85	2332
0	61	2432
300	37	2489
0	31	2678
150	73	2032
0	43	2616
0	41	2163
150	84	2232
0	89	2529
150	72	2337
150	39	2406
0	58	2577
150	34	2794
0	65	2468
150	87	2321
0	77	2046
150	36	2992
0	55	2813
150	79	2375
0	85	2927
150	37	2658
150	82	2856
450	51	2967
150	60	2763
150	45	2583
0	49	2615
150	43	2709
0	70	2523
0	67	2198
150	48	2519
150	84	2927
150	31	2524
150	37	2317
0	41	2150
150	72	2505
0	77	2187
150	58	2221
0	46	2061
150	75	2218
0	53	2559
150	79	2823
0	65	2190
150	63	2584
450	34	2279
150	36	2091
300	49	2043
150	89	2948
150	39	2007
150	55	2864
150	87	2702
0	48	2323
150	67	2939
0	31	2439
150	43	2331
150	82	2558
0	46	2385
150	72	2388
150	75	2673
150	84	2755
0	41	2711
150	65	2928
0	53	2788
150	70	2086
0	36	2348
150	51	2660
0	58	2670
300	73	2545
150	39	2914
0	60	2442
150	77	2949
150	79	2005
0	61	2253
0	85	2377
450	61	2645
0	89	2971
150	31	2220
0	85	2927
0	37	2066
300	85	2750
0	31	2104
150	43	2028
0	37	2315
150	49	2736
150	61	2487
0	34	2845
0	48	2659
150	75	2097
0	87	2057
150	41	2614
150	63	2316
150	65	2944
150	46	2837
0	67	2799
150	58	2501
150	84	2275
150	36	2746
150	55	2305
0	70	2350
150	31	2566
150	82	2729
150	61	2886
0	79	2965
0	31	2477
150	55	2018
0	51	2374
0	77	2434
150	39	2837
0	53	2652
150	60	2755
150	72	2178
150	43	2188
300	49	2523
300	63	2770
450	67	2544
300	65	2698
150	37	2467
0	55	2769
150	75	2186
0	89	2672
150	84	2377
0	34	2124
150	46	2629
0	82	2842
150	31	2334
0	72	2993
150	48	2835
0	61	2913
0	43	2921
150	58	2907
0	31	2186
0	70	2420
150	85	2486
0	79	2456
0	39	2665
150	43	2501
0	37	2399
0	60	2593
300	49	2347
300	51	2699
150	77	2975
300	85	2161
0	87	2198
150	67	2055
0	61	2129
150	65	2593
150	37	2801
300	49	2992
0	34	2080
150	41	2600
0	46	2244
150	36	2659
0	75	2477
150	82	2453
150	53	2108
150	55	2504
150	70	2475
150	60	2503
150	89	2603
150	63	2649
150	51	2529
150	87	2381
150	43	2696
150	31	2232
150	84	2408
0	72	2435
0	77	2420
150	58	2577
150	65	2687
0	67	2034
150	39	2651
150	48	2365
0	46	2082
